,_GFP.tif_fluor,_RFP.tif_fluor
0,0.01756290419009315,0.0
1,0.011077411268145007,0.0
2,0.0150539178772227,0.0
3,0.002935040592414489,0.0
4,0.0007100904659067312,0.0
5,0.0066748503795232735,0.13434911614955355
6,0.07441748082702543,0.0
7,0.009515212243150198,0.0
8,0.07280794243763684,7.975878131157586
9,0.012544931564352251,0.012923646479502508
10,0.01685281372418642,0.0
11,0.0010888053810569878,0.0
12,0.004023845973471477,10.261943377097717
13,0.0011361447454507699,0.0
14,2.05675336481665,0.7002912174772183
15,0.0019882533045388474,0.440114070768992
16,0.00033137555075647457,0.0
17,0.7977156293996218,0.6801246482454671
18,0.0005207330083316029,0.008947139870424814
19,0.5459648895534888,0.0
20,0.0007574298303005132,0.0
21,0.003787149151502566,0.0
22,0.00478127580377199,0.0
23,0.006248796099979234,0.0
24,0.0019882533045388474,0.002982379956808271
25,0.003455773600746092,0.0
26,0.021776107621139757,0.006958886565885966
27,0.004260542795440387,0.0
28,0.009893927158300455,0.0
29,0.0022249501265077577,0.014485845504497316
30,0.0006627511015129491,0.0009941266522694237
31,0.0026510044060517966,0.0
32,0.0002366968219689104,0.0
33,0.0007574298303005132,0.0
34,0.0021776107621139756,0.0
35,0.0006627511015129491,0.0
36,0.6310810667335089,0.006958886565885966
37,0.006580171650735709,0.046297898377118875
38,0.001751556482569937,3.2722388849913986
39,0.05964759913616542,0.09089157963606159
40,0.8822163948425228,14.821008204405294
41,0.89282041246673,1.104616728764511
42,0.0016568777537823729,0.0
43,0.003124398049989617,0.07995618646109794
44,0.0007574298303005132,0.0
45,0.013065664572683855,0.0
46,0.021302713977201935,0.0
47,1.745023650283595,0.7825196934292178
48,1.0863437341085111,0.12909444670184372
49,0.0005207330083316029,0.0
50,0.0007100904659067312,0.0
51,0.0,0.0
52,0.023953718383253733,0.0
53,0.058748151212683564,3.506142684461076
54,0.00615411737119167,0.0
55,0.003550452329533656,0.0
56,0.7209785197173011,1.4998530820881977
57,0.0019882533045388474,0.0
58,0.0038344885158963483,0.0
59,0.08431140798532588,0.0
60,0.01159814427647661,0.0
61,0.0019409139401450652,1.9094332628232003
62,0.008331728133305646,0.0
63,0.0007100904659067312,0.0
64,0.0005207330083316029,0.0
65,0.007858334489367826,0.0
66,0.0013728415674196803,0.0
67,0.0016568777537823729,0.0
68,0.01912510321508796,3.7028377435172404
69,0.0004260542795440387,0.0
70,0.02097133842644546,0.0
71,0.0005680723727253849,0.42094162818951025
72,0.001183484109844552,0.9990972855307708
73,0.04099588956501528,0.05964759913616542
74,0.00028403618636269247,0.0
75,0.001798895846963719,0.0
76,0.0009467872878756416,0.0
77,0.05088981672331574,4.222481946467786
78,0.0004260542795440387,0.0
79,0.14836156801011305,0.022012804443108668
80,0.02030858732493251,0.0
81,0.08128168866412383,0.0
82,0.004733936439378208,1.361385441236385
83,0.012592270928746032,0.036072595668061945
84,0.00800035258254917,0.0
85,9.467872878756416e-05,0.0
86,0.0008521085590880775,0.0
87,1.5702467169417516,0.9258159494491961
88,9.467872878756416e-05,0.0
89,0.001183484109844552,0.0
90,0.04203735558167849,0.0
91,0.0011361447454507699,0.0
92,0.05827475756874574,0.2591830200559569
93,0.02414307584082886,0.0
94,0.002414307584082886,0.0
95,0.0013255022030258983,0.006958886565885966
96,0.0011361447454507699,0.0
97,2.055853916893168,0.958196074694543
98,0.00033137555075647457,0.0
99,0.3507846901579252,0.016900153088580203
100,0.0007574298303005132,0.0
101,0.0028403618636269248,1.7736639657418332
102,0.004165864066652823,0.0
103,0.0008047691946942954,0.0
104,0.0009467872878756416,0.0
105,0.03503112965139874,0.0
106,0.000615411737119167,0.0
107,0.1448111156805794,2.7109833807387185
108,0.014485845504497316,0.0
109,0.2562006400991486,0.0
110,0.0021302713977201936,0.0
111,0.02845095800066303,0.09131763391560563
112,0.008237049404518082,0.0
113,0.00014201809318134623,0.0
