,_TxR.tif_fluor,_YFP.tif_fluor,_CFP.tif_fluor
0,5.034478076137317,10.72774978363467,0.0
1,3.181212703707844,0.0,0.0
2,0.06549109058435144,0.8023992708431145,0.0
3,0.0,0.0,0.0
4,4.440485477509171,0.0,0.0
5,0.0,13.400537062419687,0.0
6,0.0,0.0,0.0
7,2.341099471034825,0.0,0.0
8,0.0,0.3134518789024564,0.0033858838627481495
9,0.0,0.0,0.1333191770957084
10,0.0,0.657873554223419,0.0
11,0.5059964212821589,13.23536481485432,0.9937385121738496
12,0.0,0.8624619063214295,0.0
13,0.0,0.16798768360341226,0.0
14,0.0,0.0,0.0
15,0.0,0.0,0.0
16,0.0,0.0,0.0016929419313740748
17,0.0,11.615550614298513,4.985621980182989
18,0.0,0.0,0.10707857715941023
19,5.517693387516855,10.400220724541983,0.0
20,0.012807473741699523,3.618773787568479,27.048059631392665
21,0.0,0.0,0.012273829002462043
22,2.796022410463411,3.578419204356486,0.7239166910897402
23,0.0,0.3303444951307325,0.0033858838627481495
24,0.01733425325385194,0.0,0.011427358036775005
25,0.0,4.683008609949873,16.603270370352988
26,0.0,1.0398343767183285,0.4526963527579741
27,0.018594758931016333,6.487703110337369,8.003438185199135
28,0.0,1.7465088222678784,2.766745555976279
29,0.015613709008379375,0.0,0.0
30,2.067008492036816,8.69125104944805,0.03004971928188983
31,0.0,2.6024013778338673,11.836681953312885
32,0.0,0.3453601540003113,0.0
33,1.5281193131206228,0.3350368885274759,2.2062161628068693
34,6.358662291926927,0.0,0.0
35,2.4540941441826787,0.0,0.0033858838627481495
36,0.0,6.045679652364145,14.13017663329918
37,0.0,6.1808205821903535,15.426896546560792
38,0.02645221767771992,25.146536213147666,0.24816320528816058
39,2.8314085771376756,2.1265926874040906,0.0
40,0.9703685529037944,2.96090023334506,2.010368543506714
41,0.0,0.0,0.5349144456860107
42,1.2450023774124073,1.2875927480663778,1.4299102795581942
43,8.128715888120817,4.76277929769451,0.0
44,1.4985940378066043,0.0,0.0
45,0.0,4.966429171113172,8.43390547433646
46,0.0,4.618253581074814,12.204031950878326
47,1.024662304735525,0.33972928192421925,1.2309343979935434
48,10.010549655642228,0.0,0.0
49,0.0,0.0,0.0
50,2.0411911275833616,5.1034470582980775,0.8138082273371572
51,2.2308374269827227,0.0,0.0
52,0.0,0.5142863162830722,0.0
53,0.0,0.31532883626115377,0.0
54,0.32276305952501383,5.4901002741897305,7.299082334033859
55,0.0012329033630659022,1.5925983188546962,0.008887945139713893
56,0.001978165843725142,0.0,0.035975016041699094
57,0.0,11.622119965053953,6.3136061145468245
58,2.007442698212274,0.0,0.16185996987354742
59,0.0,3.4939561232151055,0.3158808825431236
60,0.0,7.2976102106152725,23.535757170073428
61,1.9738598827257774,7.376442419680561,0.0033858838627481495
62,1.1969007447101048,6.3347310856035355,4.847739220489664
